time (h),c_v,c_c,parenchyma 1,parenchyma 2,parenchyma 3,parenchyma 4,parenchyma 5,parenchyma 6,parenchyma 7
0.0,343.7815427898325,79.80819977083503,325.83965276091595,421.9003032121221,452.6128215984957,414.03805904107907,396.67209144123086,290.53380183051024,207.15548500895991
0.09999999999999998,355.00099331568777,77.4862490994941,299.1826717583293,414.4133116342351,443.88368373631175,426.788620414945,382.2298833506244,284.65216893992147,229.77699561135069
0.20000000000000007,341.27316984092903,80.11121122306258,282.29630506631133,379.9623142048157,427.1277524376368,403.73165626862465,392.74096935570935,288.5752642320064,260.1363350865187
0.29999999999999993,348.940764271137,74.5582755236981,269.6781857841475,365.8572314385419,419.59661349584917,404.96978915620343,367.8960369714106,305.1525993767195,246.8640321392809
0.4,330.0878331871788,88.99546686840674,240.69544138333757,371.04655339523333,423.0782351489271,395.6647288649512,376.05326580124455,307.09709008670944,262.57447359285294
0.4999999999999999,314.8770596250284,81.32265502246497,235.5643136790607,351.48726448886384,399.5878241570362,387.69211628415655,353.96152356566216,300.0736458297798,278.9089982361121
0.6,299.04621626990894,99.34380963656687,219.57494115357062,336.0858545825967,377.3415661478013,366.15823619241024,358.32609249675414,299.33116743690437,275.0962713537789
0.7000000000000001,303.2502493322711,95.60834064105985,199.30086629168164,307.4362221094012,361.087309438907,357.5454868350554,338.5019194069805,293.11040252362386,277.9819035941974
0.7999999999999999,288.4448288386635,100.0,186.3149192002906,287.6180691147049,333.60557541072103,338.99556720332464,334.8276547114267,277.56250363714076,274.6106503508712
0.9,308.1445866301715,83.7961114199197,160.3063024375365,265.8353584264274,324.97877916485226,340.26179386793115,317.2549971805888,287.2428165215489,233.2887177398155
0.9999999999999999,303.00342543409903,42.60481487204288,180.52860448176008,272.25478647726106,317.9633617013591,305.9111313564679,311.3231968310219,273.46883898453035,246.03325901860407
1.1,359.3635555484206,57.748564708998636,198.13758325289817,263.09621516622485,322.49649329461744,353.4076748185443,350.3394330274456,323.5801104085437,262.89755202867167
1.2000000000000002,366.0779682580453,50.12632166170678,183.7898906550064,270.34039624265796,312.47102829244017,340.90795073956866,330.3306436886327,297.87229772982215,258.6132510319446
1.3000000000000003,377.7750129933719,48.006044175457674,176.4945387704156,283.8334360093994,322.2396359046497,327.21624783527415,322.3720779963518,307.4281953159647,245.59780547467446
