time (h),c_v,c_c,parenchyma 1,parenchyma 2,parenchyma 3,parenchyma 4,parenchyma 5,parenchyma 6,parenchyma 7
0.0,398.9576275603273,49.95452650231928,215.7984572887893,239.87465471412932,236.37879814457702,226.42023244905403,195.42137905873767,147.5282743524261,96.9802470422682
0.09999999999999998,378.70172512638766,54.719341220618126,199.50617605670504,232.8021577109501,224.47229895241568,209.9207796945849,205.05680929796216,168.5516234950748,117.2022723719185
0.20000000000000007,348.7152759681034,57.11679783186531,173.9159326627404,208.32204096523688,226.5401052796164,214.6831187783395,198.91723562828997,166.63105227497783,120.1764215354146
0.29999999999999993,361.30192317715114,57.72384948141971,160.8015844061083,200.97983009329232,213.04529108250378,203.8698076822849,192.78287382081615,159.5442226507531,138.54432688799707
0.4,324.369364673998,71.74506176056704,176.49189555428154,195.2923854693282,199.2012821181008,194.2343774430604,187.83030176682126,157.12331265961328,133.77677594204408
0.4999999999999999,301.05279616406943,69.65106582581956,144.722989524157,178.78902381821024,195.34971595351016,201.71861155991036,182.0060457601501,167.83890133944857,150.7987178818992
0.6,278.37468077344033,79.30200135508416,137.36644603116693,158.6907802157711,170.73799968728827,181.91353520612913,182.1076770730182,159.499921822067,146.08589148902902
0.7000000000000001,269.62266117683845,90.71324334184602,140.2564236201595,148.61755355188407,171.7556157815187,172.23771303486734,171.08719445457862,163.6824412362537,143.1959139000365
0.7999999999999999,250.31140876635223,65.34150727054777,115.62659613279826,136.19768593318392,167.87017251263873,164.69223953718662,169.49366758742897,155.38906551310782,154.64507218429142
0.9,258.05493302757077,89.49927033929222,98.87905873768696,135.76901026736851,138.1716787408141,156.13696773857296,164.88638140407565,158.61129931724602,151.07755250951163
0.9999999999999999,242.9496534111638,100.0,102.10989211445248,133.95397925678844,136.24719862406835,154.6763433574816,160.33251680825558,158.72596028561003,153.7772971282639
1.1,238.70068275394797,76.81333715536562,99.6668317089696,120.37564496794704,136.92343774430603,142.32813884400895,164.03293896909364,153.06066607598893,150.56418408297284
1.2000000000000002,216.3952155105019,84.12753426799395,89.03137541043415,117.95460468025226,137.7247615573044,149.4449366758743,146.71392088393182,154.99035805493304,137.86287590556105
1.3000000000000003,216.43691040808878,99.54474383697296,94.79830093292331,120.22515244696929,137.42377651534892,140.27466513785373,154.57471204461353,162.87329962995776,149.98045551675614
