time (h),c_v,c_c,parenchyma 1,parenchyma 2,parenchyma 3,parenchyma 4,parenchyma 5,parenchyma 6,parenchyma 7
0.0,413.822818533879,69.31802576286083,266.3215139113956,355.9078799198001,349.06891153286284,306.73906177044137,263.564640610838,174.61685297591254,89.13215139113956
0.09999999999999987,410.9303331593837,46.76470790189239,234.19003543080007,342.3964541734187,336.08791782251643,281.86712076684336,260.1949380647642,175.90430937405586,111.42660468565465
0.19999999999999996,375.77590705594775,55.31032849020847,224.08607761817134,322.6743387623939,321.96366283061883,276.40315581312313,267.03047323463977,191.76748880771237,119.44076327281716
0.2999999999999998,370.1934961135983,66.84542283501331,215.93390370512788,308.6427806311626,305.9253893268148,277.5584333543904,255.09489411958586,194.8350682523552,131.48294377763742
0.3999999999999999,365.0900189513582,89.75751187893104,208.48897250679778,294.48076025158616,302.2209481172237,260.49534455766434,257.252671042874,196.3388173253866,156.26201625971603
0.5,333.86834299211733,82.38845477766486,194.34926803812246,269.8491444423083,272.8034277239144,244.6613474690324,235.83626301189267,195.33288472630394,143.3714878189459
0.5999999999999999,321.96537943914973,89.8642849295504,163.73887637672004,254.19195803235468,253.6426433024802,231.69751984399463,232.99527589332305,191.13406025982587,144.6455546705485
0.7,299.0469389436678,73.8042104974045,159.6773805927106,246.7006784036914,243.08550083770498,223.57452827597572,223.6534922683952,173.43067648108985,150.43361531489467
0.7999999999999998,286.3388859897278,85.39423631519679,158.98919223268973,224.4362657584663,234.31706446208355,210.21931390590242,213.506619242495,182.88747287758522,154.883064626878
0.8999999999999999,279.2922079705567,90.1744760910764,156.5677442390618,220.58762943228325,223.96076519541873,204.13222005548081,208.44090746793378,186.55243209096653,154.0589208712132
1.0,274.6865472822654,100.0,143.59516191051662,220.337004586778,213.31435908703892,203.78374852371667,224.90146667032874,179.46970529264746,157.17113213765828
1.1,268.5290724820786,83.86559641846796,141.7837965887555,217.56124859238102,206.0016067455849,200.51360927243266,219.52676536021315,192.94336565134995,172.74746628580846
