time (h),c_v,c_c,parenchyma 1,parenchyma 2,parenchyma 3,parenchyma 4,parenchyma 5,parenchyma 6,parenchyma 7
0.0,248.2092097782831,47.779942031146604,122.01604861182302,154.24654470218735,172.63627806410125,157.636138267831,143.23525848330365,108.95907697182639,78.17006682261716
0.09999999999999998,238.86522707574161,56.74395847118798,120.58546677974631,149.94641142974302,164.0499911462362,156.02195733417832,139.12711208864948,117.02532176441531,85.61337943503666
0.19999999999999996,228.2668058416201,67.01935712355194,110.3933867044427,139.768310981463,157.14591934687184,147.4897249741377,137.30789662531805,117.14554655681786,99.4799578747239
0.30000000000000004,206.48188706325314,79.51462734974231,108.82580452753521,138.6387571179601,148.69104092302817,144.8102964612904,136.87732411299265,117.12411112871507,94.74738813968442
0.3999999999999999,219.55563425567803,96.63743371326852,97.16399966448895,130.32647088975665,142.35547395595486,138.41415111044836,131.6610592829383,119.83243087074437,101.43990158342575
0.5,208.7475186162033,83.42062833763595,93.10450237187672,119.79142396480862,140.63691180719297,132.02266563528084,132.56414318865973,125.53705067148806,104.5499026085984
0.5999999999999999,184.8712476351131,98.63186050196181,87.59410618924687,116.30583696026989,125.66845916550946,132.56414318865973,126.29940633183905,114.9106701833195,108.66177690379222
0.7,194.10618924687088,83.13954463694907,82.0057968853391,103.85464915796047,127.58087214233123,126.63305343013448,119.58452548486005,122.50440358251241,104.90405315986169
0.8,175.58970726661013,89.52776819914443,68.2325091566557,97.42215677685718,111.9553770305408,114.12035526892141,118.17351513061632,117.5379080886122,102.74932664796502
0.8999999999999999,174.94384849812207,100.00000000000001,72.10924612531338,99.32152210179032,113.52482315771815,113.01503275892598,115.71682867501093,114.06536873596212,101.98044716166973
1.0,159.98751153319228,74.05381224428932,63.79174083635449,92.7862328633072,110.34865189796737,107.82020335697443,112.34680658720023,118.33008695328009,103.55268921425176
1.0999999999999999,160.50568970819856,89.35908069972692,65.48830837193263,81.90197485531085,97.88255249349947,103.79220682392193,111.44651860688356,106.42690053029385,100.5489333544581
1.2,157.42457991220795,91.86944892310272,60.350795440777624,82.3404691562829,96.0260580247719,96.96082908508,103.33553900781926,109.99450134670406,102.71018369229907
1.3,148.9762253143086,57.793082880548745,55.22558458140337,73.63498261866374,91.83682979338111,96.75579455540125,110.29832524068257,106.56483285025956,93.49667750864407
1.4000000000000001,146.90724051482306,70.07288045554944,56.37983578598123,66.13845422604125,80.26962040652755,89.47371364132005,103.8099143514851,107.14452138416947,95.56193440759
